32768	,
33180	,
33591	,
34003	,
34414	,
34825	,
35236	,
35647	,
36057	,
36466	,
36875	,
37283	,
37690	,
38097	,
38503	,
38908	,
39312	,
39715	,
40117	,
40517	,
40917	,
41315	,
41712	,
42107	,
42501	,
42894	,
43284	,
43673	,
44061	,
44447	,
44830	,
45212	,
45592	,
45970	,
46346	,
46720	,
47091	,
47460	,
47827	,
48192	,
48554	,
48913	,
49270	,
49625	,
49976	,
50325	,
50672	,
51015	,
51356	,
51693	,
52028	,
52360	,
52688	,
53013	,
53336	,
53654	,
53970	,
54282	,
54591	,
54897	,
55199	,
55497	,
55792	,
56083	,
56370	,
56654	,
56934	,
57210	,
57483	,
57751	,
58015	,
58276	,
58532	,
58785	,
59033	,
59277	,
59517	,
59753	,
59984	,
60211	,
60434	,
60653	,
60867	,
61076	,
61281	,
61482	,
61678	,
61870	,
62057	,
62239	,
62416	,
62589	,
62758	,
62921	,
63080	,
63234	,
63383	,
63527	,
63667	,
63802	,
63931	,
64056	,
64176	,
64291	,
64401	,
64506	,
64605	,
64700	,
64790	,
64875	,
64955	,
65029	,
65099	,
65163	,
65222	,
65277	,
65326	,
65370	,
65408	,
65442	,
65470	,
65494	,
65512	,
65525	,
65532	,
65535	,
65532	,
65525	,
65512	,
65494	,
65470	,
65442	,
65408	,
65370	,
65326	,
65277	,
65222	,
65163	,
65099	,
65029	,
64955	,
64875	,
64790	,
64700	,
64605	,
64506	,
64401	,
64291	,
64176	,
64056	,
63931	,
63802	,
63667	,
63527	,
63383	,
63234	,
63080	,
62921	,
62758	,
62589	,
62416	,
62239	,
62057	,
61870	,
61678	,
61482	,
61281	,
61076	,
60867	,
60653	,
60434	,
60211	,
59984	,
59753	,
59517	,
59277	,
59033	,
58785	,
58532	,
58276	,
58015	,
57751	,
57483	,
57210	,
56934	,
56654	,
56370	,
56083	,
55792	,
55497	,
55199	,
54897	,
54591	,
54282	,
53970	,
53654	,
53336	,
53013	,
52688	,
52360	,
52028	,
51693	,
51356	,
51015	,
50672	,
50325	,
49976	,
49625	,
49270	,
48913	,
48554	,
48192	,
47827	,
47460	,
47091	,
46720	,
46346	,
45970	,
45592	,
45212	,
44830	,
44447	,
44061	,
43673	,
43284	,
42894	,
42501	,
42107	,
41712	,
41315	,
40917	,
40517	,
40117	,
39715	,
39312	,
38908	,
38503	,
38097	,
37690	,
37283	,
36875	,
36466	,
36057	,
35647	,
35236	,
34825	,
34414	,
34003	,
33591	,
33180	,
32768	,
32356	,
31945	,
31533	,
31122	,
30711	,
30300	,
29889	,
29479	,
29070	,
28661	,
28253	,
27846	,
27439	,
27033	,
26628	,
26224	,
25821	,
25419	,
25019	,
24619	,
24221	,
23824	,
23429	,
23035	,
22642	,
22252	,
21863	,
21475	,
21089	,
20706	,
20324	,
19944	,
19566	,
19190	,
18816	,
18445	,
18076	,
17709	,
17344	,
16982	,
16623	,
16266	,
15911	,
15560	,
15211	,
14864	,
14521	,
14180	,
13843	,
13508	,
13176	,
12848	,
12523	,
12200	,
11882	,
11566	,
11254	,
10945	,
10639	,
10337	,
10039	,
9744	,
9453	,
9166	,
8882	,
8602	,
8326	,
8053	,
7785	,
7521	,
7260	,
7004	,
6751	,
6503	,
6259	,
6019	,
5783	,
5552	,
5325	,
5102	,
4883	,
4669	,
4460	,
4255	,
4054	,
3858	,
3666	,
3479	,
3297	,
3120	,
2947	,
2778	,
2615	,
2456	,
2302	,
2153	,
2009	,
1869	,
1734	,
1605	,
1480	,
1360	,
1245	,
1135	,
1030	,
931	,
836	,
746	,
661	,
581	,
507	,
437	,
373	,
314	,
259	,
210	,
166	,
128	,
94	,
66	,
42	,
24	,
11	,
4	,
1	,
4	,
11	,
24	,
42	,
66	,
94	,
128	,
166	,
210	,
259	,
314	,
373	,
437	,
507	,
581	,
661	,
746	,
836	,
931	,
1030	,
1135	,
1245	,
1360	,
1480	,
1605	,
1734	,
1869	,
2009	,
2153	,
2302	,
2456	,
2615	,
2778	,
2947	,
3120	,
3297	,
3479	,
3666	,
3858	,
4054	,
4255	,
4460	,
4669	,
4883	,
5102	,
5325	,
5552	,
5783	,
6019	,
6259	,
6503	,
6751	,
7004	,
7260	,
7521	,
7785	,
8053	,
8326	,
8602	,
8882	,
9166	,
9453	,
9744	,
10039	,
10337	,
10639	,
10945	,
11254	,
11566	,
11882	,
12200	,
12523	,
12848	,
13176	,
13508	,
13843	,
14180	,
14521	,
14864	,
15211	,
15560	,
15911	,
16266	,
16623	,
16982	,
17344	,
17709	,
18076	,
18445	,
18816	,
19190	,
19566	,
19944	,
20324	,
20706	,
21089	,
21475	,
21863	,
22252	,
22642	,
23035	,
23429	,
23824	,
24221	,
24619	,
25019	,
25419	,
25821	,
26224	,
26628	,
27033	,
27439	,
27846	,
28253	,
28661	,
29070	,
29479	,
29889	,
30300	,
30711	,
31122	,
31533	,
31945	,
32356	,
